Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:52:27.106000,STR,18,0 days 00:01:28.450000,31.0,2.0,,,0 days 00:00:28.499000,0 days 00:00:30.939000,0 days 00:00:29.012000,0 days 01:51:27.217000,0 days 01:51:58.156000,0 days 01:52:27.168000,325.0,309.0,311.0,309.0,False,HARD,8.0,False,Aston Martin,0 days 01:50:58.656000,2021-09-12 13:52:00.265,1,7.0,False,,False,True
0 days 01:53:54.854000,STR,18,0 days 00:01:27.748000,32.0,2.0,,,0 days 00:00:28.417000,0 days 00:00:30.076000,0 days 00:00:29.255000,0 days 01:52:55.585000,0 days 01:53:25.661000,0 days 01:53:54.916000,307.0,309.0,311.0,321.0,False,HARD,9.0,False,Aston Martin,0 days 01:52:27.106000,2021-09-12 13:53:28.715,12,7.0,False,,False,True
0 days 01:55:21.677000,STR,18,0 days 00:01:26.823000,33.0,2.0,,,0 days 00:00:28.390000,0 days 00:00:29.607000,0 days 00:00:28.826000,0 days 01:54:23.306000,0 days 01:54:52.913000,0 days 01:55:21.739000,309.0,324.0,313.0,338.0,False,HARD,10.0,False,Aston Martin,0 days 01:53:54.854000,2021-09-12 13:54:56.463,1,7.0,False,,False,True
0 days 01:56:48.200000,STR,18,0 days 00:01:26.523000,34.0,2.0,,,0 days 00:00:28.329000,0 days 00:00:29.459000,0 days 00:00:28.735000,0 days 01:55:50.068000,0 days 01:56:19.527000,0 days 01:56:48.262000,308.0,321.0,311.0,327.0,True,HARD,11.0,False,Aston Martin,0 days 01:55:21.677000,2021-09-12 13:56:23.286,1,7.0,False,,False,True
0 days 01:58:14.180000,STR,18,0 days 00:01:25.980000,35.0,2.0,,,0 days 00:00:28.214000,0 days 00:00:29.229000,0 days 00:00:28.537000,0 days 01:57:16.476000,0 days 01:57:45.705000,0 days 01:58:14.242000,307.0,309.0,309.0,,True,HARD,12.0,False,Aston Martin,0 days 01:56:48.200000,2021-09-12 13:57:49.809,1,7.0,False,,False,True
0 days 01:59:40.495000,STR,18,0 days 00:01:26.315000,36.0,2.0,,,0 days 00:00:28.409000,0 days 00:00:29.309000,0 days 00:00:28.597000,0 days 01:58:42.651000,0 days 01:59:11.960000,0 days 01:59:40.557000,305.0,309.0,307.0,316.0,False,HARD,13.0,False,Aston Martin,0 days 01:58:14.180000,2021-09-12 13:59:15.789,1,7.0,False,,False,True
0 days 02:01:06.815000,STR,18,0 days 00:01:26.320000,37.0,2.0,,,0 days 00:00:28.346000,0 days 00:00:29.299000,0 days 00:00:28.675000,0 days 02:00:08.903000,0 days 02:00:38.202000,0 days 02:01:06.877000,304.0,310.0,307.0,318.0,False,HARD,14.0,False,Aston Martin,0 days 01:59:40.495000,2021-09-12 14:00:42.104,1,7.0,False,,False,True
0 days 02:02:33.113000,STR,18,0 days 00:01:26.298000,38.0,2.0,,,0 days 00:00:28.362000,0 days 00:00:29.209000,0 days 00:00:28.727000,0 days 02:01:35.239000,0 days 02:02:04.448000,0 days 02:02:33.175000,,308.0,305.0,315.0,False,HARD,15.0,False,Aston Martin,0 days 02:01:06.815000,2021-09-12 14:02:08.424,1,7.0,False,,False,True
0 days 02:03:59.451000,STR,18,0 days 00:01:26.338000,39.0,2.0,,,0 days 00:00:28.389000,0 days 00:00:29.233000,0 days 00:00:28.716000,0 days 02:03:01.564000,0 days 02:03:30.797000,0 days 02:03:59.513000,,307.0,306.0,313.0,False,HARD,16.0,False,Aston Martin,0 days 02:02:33.113000,2021-09-12 14:03:34.722,1,7.0,False,,False,True
0 days 02:05:25.764000,STR,18,0 days 00:01:26.313000,40.0,2.0,,,0 days 00:00:28.421000,0 days 00:00:29.287000,0 days 00:00:28.605000,0 days 02:04:27.934000,0 days 02:04:57.221000,0 days 02:05:25.826000,303.0,306.0,306.0,312.0,False,HARD,17.0,False,Aston Martin,0 days 02:03:59.451000,2021-09-12 14:05:01.060,1,7.0,False,,False,True
0 days 02:06:51.835000,STR,18,0 days 00:01:26.071000,41.0,2.0,,,0 days 00:00:28.413000,0 days 00:00:29.142000,0 days 00:00:28.516000,0 days 02:05:54.239000,0 days 02:06:23.381000,0 days 02:06:51.897000,,307.0,306.0,311.0,False,HARD,18.0,False,Aston Martin,0 days 02:05:25.764000,2021-09-12 14:06:27.373,12,7.0,False,,False,True
0 days 02:08:17.703000,STR,18,0 days 00:01:25.868000,42.0,2.0,,,0 days 00:00:28.407000,0 days 00:00:29.020000,0 days 00:00:28.441000,0 days 02:07:20.304000,0 days 02:07:49.324000,0 days 02:08:17.765000,,306.0,306.0,,True,HARD,19.0,False,Aston Martin,0 days 02:06:51.835000,2021-09-12 14:07:53.444,1,7.0,False,,False,True
0 days 02:09:44.342000,STR,18,0 days 00:01:26.639000,43.0,2.0,,,0 days 00:00:28.635000,0 days 00:00:29.234000,0 days 00:00:28.770000,0 days 02:08:46.400000,0 days 02:09:15.634000,0 days 02:09:44.404000,304.0,306.0,306.0,,False,HARD,20.0,False,Aston Martin,0 days 02:08:17.703000,2021-09-12 14:09:19.312,12,7.0,False,,False,True
0 days 02:11:29.272000,STR,18,0 days 00:01:44.930000,44.0,2.0,,,0 days 00:00:34.307000,0 days 00:00:39.711000,0 days 00:00:30.912000,0 days 02:10:18.711000,0 days 02:10:58.422000,0 days 02:11:29.334000,160.0,178.0,308.0,310.0,False,HARD,21.0,False,Aston Martin,0 days 02:09:44.342000,2021-09-12 14:10:45.951,2671,7.0,False,,False,False
0 days 02:12:55.942000,STR,18,0 days 00:01:26.670000,45.0,2.0,,,0 days 00:00:28.768000,0 days 00:00:29.351000,0 days 00:00:28.551000,0 days 02:11:58.102000,0 days 02:12:27.453000,0 days 02:12:56.004000,300.0,302.0,307.0,308.0,False,HARD,22.0,False,Aston Martin,0 days 02:11:29.272000,2021-09-12 14:12:30.881,1,7.0,False,,False,True
0 days 02:14:22.238000,STR,18,0 days 00:01:26.296000,46.0,2.0,,,0 days 00:00:28.583000,0 days 00:00:29.095000,0 days 00:00:28.618000,0 days 02:13:24.587000,0 days 02:13:53.682000,0 days 02:14:22.300000,,302.0,307.0,,False,HARD,23.0,False,Aston Martin,0 days 02:12:55.942000,2021-09-12 14:13:57.551,1,7.0,False,,False,True
0 days 02:15:48.575000,STR,18,0 days 00:01:26.337000,47.0,2.0,,,0 days 00:00:28.595000,0 days 00:00:29.166000,0 days 00:00:28.576000,0 days 02:14:50.895000,0 days 02:15:20.061000,0 days 02:15:48.637000,301.0,303.0,305.0,,False,HARD,24.0,False,Aston Martin,0 days 02:14:22.238000,2021-09-12 14:15:23.847,1,7.0,False,,False,True
0 days 02:17:14.836000,STR,18,0 days 00:01:26.261000,48.0,2.0,,,0 days 00:00:28.433000,0 days 00:00:29.252000,0 days 00:00:28.576000,0 days 02:16:17.070000,0 days 02:16:46.322000,0 days 02:17:14.898000,302.0,303.0,307.0,310.0,False,HARD,25.0,False,Aston Martin,0 days 02:15:48.575000,2021-09-12 14:16:50.184,1,7.0,False,,False,True
0 days 02:18:41.061000,STR,18,0 days 00:01:26.225000,49.0,2.0,,,0 days 00:00:28.408000,0 days 00:00:29.162000,0 days 00:00:28.655000,0 days 02:17:43.306000,0 days 02:18:12.468000,0 days 02:18:41.123000,301.0,302.0,304.0,,False,HARD,26.0,False,Aston Martin,0 days 02:17:14.836000,2021-09-12 14:18:16.445,1,7.0,False,,False,True
0 days 02:20:07.079000,STR,18,0 days 00:01:26.018000,50.0,2.0,,,0 days 00:00:28.508000,0 days 00:00:29.065000,0 days 00:00:28.445000,0 days 02:19:09.631000,0 days 02:19:38.696000,0 days 02:20:07.141000,300.0,303.0,307.0,309.0,False,HARD,27.0,False,Aston Martin,0 days 02:18:41.061000,2021-09-12 14:19:42.670,1,7.0,False,,False,True
0 days 02:21:33.008000,STR,18,0 days 00:01:25.929000,51.0,2.0,,,0 days 00:00:28.495000,0 days 00:00:29.053000,0 days 00:00:28.381000,0 days 02:20:35.636000,0 days 02:21:04.689000,0 days 02:21:33.070000,301.0,306.0,307.0,,False,HARD,28.0,False,Aston Martin,0 days 02:20:07.079000,2021-09-12 14:21:08.688,1,7.0,False,,False,True
0 days 02:22:58.861000,STR,18,0 days 00:01:25.853000,52.0,2.0,,,0 days 00:00:28.314000,0 days 00:00:29.065000,0 days 00:00:28.474000,0 days 02:22:01.384000,0 days 02:22:30.449000,0 days 02:22:58.923000,,302.0,307.0,315.0,True,HARD,29.0,False,Aston Martin,0 days 02:21:33.008000,2021-09-12 14:22:34.617,1,7.0,False,,False,True
0 days 02:24:24.938000,STR,18,0 days 00:01:26.077000,53.0,2.0,,,0 days 00:00:28.240000,0 days 00:00:29.174000,0 days 00:00:28.663000,0 days 02:23:27.163000,0 days 02:23:56.337000,0 days 02:24:25,302.0,302.0,305.0,326.0,False,HARD,30.0,False,Aston Martin,0 days 02:22:58.861000,2021-09-12 14:24:00.470,1,7.0,False,,False,True
0 days 01:03:52.430000,TSU,22,,1.0,1.0,,,,,,,,,,,,,False,MEDIUM,1.0,True,AlphaTauri,0 days 01:02:14.632000,2021-09-12 13:03:16.241,126,,False,,True,False
0 days 01:03:52.430000,RIC,3,0 days 00:01:37.656000,1.0,1.0,,,,0 days 00:00:29.470000,0 days 00:00:38.561000,,0 days 01:03:14.284000,0 days 01:03:52.621000,314.0,303.0,256.0,287.0,False,MEDIUM,1.0,True,McLaren,0 days 01:02:14.632000,2021-09-12 13:03:16.241,126,1.0,False,,False,False
0 days 01:05:23.175000,RIC,3,0 days 00:01:30.745000,2.0,1.0,,,0 days 00:00:32.860000,0 days 00:00:29.263000,0 days 00:00:28.622000,0 days 01:04:25.303000,0 days 01:04:54.566000,0 days 01:05:23.188000,312.0,311.0,306.0,274.0,True,MEDIUM,2.0,True,McLaren,0 days 01:03:52.430000,2021-09-12 13:04:54.039,671,1.0,False,,False,False
0 days 01:06:49.501000,RIC,3,0 days 00:01:26.326000,3.0,1.0,,,0 days 00:00:28.357000,0 days 00:00:29.409000,0 days 00:00:28.560000,0 days 01:05:51.545000,0 days 01:06:20.954000,0 days 01:06:49.514000,306.0,306.0,307.0,311.0,True,MEDIUM,3.0,True,McLaren,0 days 01:05:23.175000,2021-09-12 13:06:24.784,1,1.0,False,,False,True
0 days 01:08:15.814000,RIC,3,0 days 00:01:26.313000,4.0,1.0,,,0 days 00:00:28.325000,0 days 00:00:29.399000,0 days 00:00:28.589000,0 days 01:07:17.839000,0 days 01:07:47.238000,0 days 01:08:15.827000,305.0,305.0,306.0,324.0,True,MEDIUM,4.0,True,McLaren,0 days 01:06:49.501000,2021-09-12 13:07:51.110,1,1.0,False,,False,True
0 days 01:09:42.224000,RIC,3,0 days 00:01:26.410000,5.0,1.0,,,0 days 00:00:28.499000,0 days 00:00:29.329000,0 days 00:00:28.582000,0 days 01:08:44.326000,0 days 01:09:13.655000,0 days 01:09:42.237000,307.0,307.0,306.0,311.0,False,MEDIUM,5.0,True,McLaren,0 days 01:08:15.814000,2021-09-12 13:09:17.423,1,1.0,True,TRACK LIMITS AT TURN 11,False,True
0 days 01:11:08.643000,RIC,3,0 days 00:01:26.419000,6.0,1.0,,,0 days 00:00:28.402000,0 days 00:00:29.383000,0 days 00:00:28.634000,0 days 01:10:10.639000,0 days 01:10:40.022000,0 days 01:11:08.656000,,307.0,307.0,313.0,False,MEDIUM,6.0,True,McLaren,0 days 01:09:42.224000,2021-09-12 13:10:43.833,1,1.0,True,TRACK LIMITS AT TURN 11,False,True
0 days 01:12:35.116000,RIC,3,0 days 00:01:26.473000,7.0,1.0,,,0 days 00:00:28.281000,0 days 00:00:29.388000,0 days 00:00:28.804000,0 days 01:11:36.937000,0 days 01:12:06.325000,0 days 01:12:35.129000,306.0,306.0,307.0,319.0,False,MEDIUM,7.0,True,McLaren,0 days 01:11:08.643000,2021-09-12 13:12:10.252,1,1.0,False,,False,True
0 days 01:14:01.905000,RIC,3,0 days 00:01:26.789000,8.0,1.0,,,0 days 00:00:28.388000,0 days 00:00:29.527000,0 days 00:00:28.874000,0 days 01:13:03.517000,0 days 01:13:33.044000,0 days 01:14:01.918000,309.0,307.0,307.0,312.0,False,MEDIUM,8.0,True,McLaren,0 days 01:12:35.116000,2021-09-12 13:13:36.725,1,1.0,False,,False,True
0 days 01:15:28.345000,RIC,3,0 days 00:01:26.440000,9.0,1.0,,,0 days 00:00:28.317000,0 days 00:00:29.405000,0 days 00:00:28.718000,0 days 01:14:30.235000,0 days 01:14:59.640000,0 days 01:15:28.358000,308.0,308.0,307.0,314.0,False,MEDIUM,9.0,True,McLaren,0 days 01:14:01.905000,2021-09-12 13:15:03.514,1,1.0,False,,False,True
0 days 01:16:55.068000,RIC,3,0 days 00:01:26.723000,10.0,1.0,,,0 days 00:00:28.391000,0 days 00:00:29.524000,0 days 00:00:28.808000,0 days 01:15:56.749000,0 days 01:16:26.273000,0 days 01:16:55.081000,,307.0,307.0,315.0,False,MEDIUM,10.0,True,McLaren,0 days 01:15:28.345000,2021-09-12 13:16:29.954,1,1.0,False,,False,True
0 days 01:18:21.597000,RIC,3,0 days 00:01:26.529000,11.0,1.0,,,0 days 00:00:28.302000,0 days 00:00:29.499000,0 days 00:00:28.728000,0 days 01:17:23.383000,0 days 01:17:52.882000,0 days 01:18:21.610000,310.0,309.0,308.0,316.0,False,MEDIUM,11.0,True,McLaren,0 days 01:16:55.068000,2021-09-12 13:17:56.677,1,1.0,False,,False,True
0 days 01:19:48.302000,RIC,3,0 days 00:01:26.705000,12.0,1.0,,,0 days 00:00:28.281000,0 days 00:00:29.667000,0 days 00:00:28.757000,0 days 01:18:49.891000,0 days 01:19:19.558000,0 days 01:19:48.315000,309.0,308.0,310.0,315.0,False,MEDIUM,12.0,True,McLaren,0 days 01:18:21.597000,2021-09-12 13:19:23.206,1,1.0,False,,False,True
0 days 01:21:14.808000,RIC,3,0 days 00:01:26.506000,13.0,1.0,,,0 days 00:00:28.283000,0 days 00:00:29.455000,0 days 00:00:28.768000,0 days 01:20:16.598000,0 days 01:20:46.053000,0 days 01:21:14.821000,311.0,310.0,310.0,313.0,False,MEDIUM,13.0,True,McLaren,0 days 01:19:48.302000,2021-09-12 13:20:49.911,1,1.0,False,,False,True
0 days 01:22:41.199000,RIC,3,0 days 00:01:26.391000,14.0,1.0,,,0 days 00:00:28.216000,0 days 00:00:29.492000,0 days 00:00:28.683000,0 days 01:21:43.037000,0 days 01:22:12.529000,0 days 01:22:41.212000,310.0,310.0,310.0,316.0,False,MEDIUM,14.0,True,McLaren,0 days 01:21:14.808000,2021-09-12 13:22:16.417,1,1.0,False,,False,True
0 days 01:24:07.865000,RIC,3,0 days 00:01:26.666000,15.0,1.0,,,0 days 00:00:28.304000,0 days 00:00:29.627000,0 days 00:00:28.735000,0 days 01:23:09.516000,0 days 01:23:39.143000,0 days 01:24:07.878000,,309.0,310.0,315.0,False,MEDIUM,15.0,True,McLaren,0 days 01:22:41.199000,2021-09-12 13:23:42.808,1,1.0,False,,False,True
0 days 01:25:34.493000,RIC,3,0 days 00:01:26.628000,16.0,1.0,,,0 days 00:00:28.343000,0 days 00:00:29.485000,0 days 00:00:28.800000,0 days 01:24:36.221000,0 days 01:25:05.706000,0 days 01:25:34.506000,,309.0,310.0,,False,MEDIUM,16.0,True,McLaren,0 days 01:24:07.865000,2021-09-12 13:25:09.474,1,1.0,False,,False,True
0 days 01:27:01.058000,RIC,3,0 days 00:01:26.565000,17.0,1.0,,,0 days 00:00:28.204000,0 days 00:00:29.496000,0 days 00:00:28.865000,0 days 01:26:02.710000,0 days 01:26:32.206000,0 days 01:27:01.071000,311.0,311.0,310.0,316.0,False,MEDIUM,17.0,True,McLaren,0 days 01:25:34.493000,2021-09-12 13:26:36.102,1,1.0,False,,False,True
0 days 01:28:27.975000,RIC,3,0 days 00:01:26.917000,18.0,1.0,,,0 days 00:00:28.306000,0 days 00:00:29.630000,0 days 00:00:28.981000,0 days 01:27:29.377000,0 days 01:27:59.007000,0 days 01:28:27.988000,,310.0,309.0,318.0,False,MEDIUM,18.0,True,McLaren,0 days 01:27:01.058000,2021-09-12 13:28:02.667,1,1.0,False,,False,True
0 days 01:29:54.800000,RIC,3,0 days 00:01:26.825000,19.0,1.0,,,0 days 00:00:28.293000,0 days 00:00:29.659000,0 days 00:00:28.873000,0 days 01:28:56.281000,0 days 01:29:25.940000,0 days 01:29:54.813000,,310.0,310.0,,False,MEDIUM,19.0,True,McLaren,0 days 01:28:27.975000,2021-09-12 13:29:29.584,1,1.0,False,,False,True
0 days 01:31:21.861000,RIC,3,0 days 00:01:27.061000,20.0,1.0,,,0 days 00:00:28.383000,0 days 00:00:29.793000,0 days 00:00:28.885000,0 days 01:30:23.196000,0 days 01:30:52.989000,0 days 01:31:21.874000,310.0,309.0,309.0,,False,MEDIUM,20.0,True,McLaren,0 days 01:29:54.800000,2021-09-12 13:30:56.409,1,1.0,False,,False,True
0 days 01:32:49.196000,RIC,3,0 days 00:01:27.335000,21.0,1.0,,,0 days 00:00:28.550000,0 days 00:00:29.810000,0 days 00:00:28.975000,0 days 01:31:50.424000,0 days 01:32:20.234000,0 days 01:32:49.209000,309.0,309.0,309.0,317.0,False,MEDIUM,21.0,True,McLaren,0 days 01:31:21.861000,2021-09-12 13:32:23.470,1,1.0,False,,False,True
0 days 01:34:21.259000,RIC,3,0 days 00:01:32.063000,22.0,1.0,,0 days 01:34:17.595000,0 days 00:00:28.508000,0 days 00:00:29.945000,0 days 00:00:33.610000,0 days 01:33:17.717000,0 days 01:33:47.662000,0 days 01:34:21.272000,,309.0,,,False,MEDIUM,22.0,True,McLaren,0 days 01:32:49.196000,2021-09-12 13:33:50.805,1,2.0,False,,False,False
0 days 01:36:06.798000,RIC,3,0 days 00:01:45.539000,23.0,2.0,0 days 01:34:41.382000,,0 days 00:00:47.730000,0 days 00:00:29.202000,0 days 00:00:28.607000,0 days 01:35:09.002000,0 days 01:35:38.204000,0 days 01:36:06.811000,312.0,313.0,313.0,289.0,False,HARD,1.0,True,McLaren,0 days 01:34:21.259000,2021-09-12 13:35:22.868,1,7.0,False,,False,False
0 days 01:37:32.835000,RIC,3,0 days 00:01:26.037000,24.0,2.0,,,0 days 00:00:28.232000,0 days 00:00:29.281000,0 days 00:00:28.524000,0 days 01:36:35.043000,0 days 01:37:04.324000,0 days 01:37:32.848000,315.0,318.0,318.0,322.0,True,HARD,2.0,True,McLaren,0 days 01:36:06.798000,2021-09-12 13:37:08.407,1,6.0,False,,False,True
0 days 01:38:58.856000,RIC,3,0 days 00:01:26.021000,25.0,2.0,,,0 days 00:00:27.923000,0 days 00:00:29.472000,0 days 00:00:28.626000,0 days 01:38:00.771000,0 days 01:38:30.243000,0 days 01:38:58.869000,309.0,309.0,310.0,344.0,True,HARD,3.0,True,McLaren,0 days 01:37:32.835000,2021-09-12 13:38:34.444,1,4.0,False,,False,True
0 days 01:40:42.907000,RIC,3,0 days 00:01:44.051000,26.0,2.0,,,0 days 00:00:28.260000,0 days 00:00:37.698000,0 days 00:00:38.093000,0 days 01:39:27.129000,0 days 01:40:04.827000,0 days 01:40:42.920000,311.0,281.0,254.0,316.0,False,HARD,4.0,True,McLaren,0 days 01:38:58.856000,2021-09-12 13:40:00.465,124,3.0,False,,False,False
0 days 01:43:16.444000,RIC,3,,27.0,2.0,,,0 days 00:00:38.955000,0 days 00:00:57.654000,0 days 00:00:56.861000,0 days 01:41:21.973000,0 days 01:42:19.596000,0 days 01:43:16.564000,156.0,192.0,166.0,258.0,False,HARD,5.0,True,McLaren,0 days 01:40:42.907000,2021-09-12 13:41:44.516,4,1.0,False,,False,False
0 days 01:45:52.676000,RIC,3,,28.0,2.0,,,0 days 00:00:54.955000,0 days 00:00:50.735000,0 days 00:00:50.564000,0 days 01:44:11.390000,0 days 01:45:02.205000,0 days 01:45:52.835000,120.0,238.0,267.0,107.0,False,HARD,6.0,True,McLaren,0 days 01:43:16.444000,2021-09-12 13:44:18.053,4,1.0,False,,False,False
0 days 01:48:22.808000,RIC,3,,29.0,2.0,,,0 days 00:00:49.895000,0 days 00:00:54.879000,0 days 00:00:45.388000,0 days 01:46:42.557000,0 days 01:47:37.433000,0 days 01:48:24.501000,153.0,275.0,272.0,90.0,False,HARD,7.0,True,McLaren,0 days 01:45:52.676000,2021-09-12 13:46:54.285,4,1.0,False,,False,False
0 days 01:50:56.170000,RIC,3,,30.0,2.0,,,0 days 00:00:43.676000,0 days 00:00:58.378000,0 days 00:00:51.331000,0 days 01:49:06.563000,0 days 01:50:04.930000,0 days 01:50:56.391000,197.0,200.0,306.0,127.0,False,HARD,8.0,True,McLaren,0 days 01:48:22.808000,2021-09-12 13:49:24.417,41,1.0,False,,False,False
0 days 01:52:22.695000,RIC,3,0 days 00:01:26.525000,31.0,2.0,,,0 days 00:00:28.461000,0 days 00:00:29.391000,0 days 00:00:28.673000,0 days 01:51:24.644000,0 days 01:51:54.035000,0 days 01:52:22.708000,303.0,306.0,309.0,324.0,False,HARD,9.0,True,McLaren,0 days 01:50:56.170000,2021-09-12 13:51:57.779,1,1.0,False,,False,True
0 days 01:53:49.228000,RIC,3,0 days 00:01:26.533000,32.0,2.0,,,0 days 00:00:28.494000,0 days 00:00:29.470000,0 days 00:00:28.569000,0 days 01:52:51.202000,0 days 01:53:20.672000,0 days 01:53:49.241000,308.0,307.0,311.0,313.0,False,HARD,10.0,True,McLaren,0 days 01:52:22.695000,2021-09-12 13:53:24.304,12,1.0,False,,False,True
0 days 01:55:15.359000,RIC,3,0 days 00:01:26.131000,33.0,2.0,,,0 days 00:00:28.254000,0 days 00:00:29.498000,0 days 00:00:28.379000,0 days 01:54:17.495000,0 days 01:54:46.993000,0 days 01:55:15.372000,,308.0,311.0,315.0,False,HARD,11.0,True,McLaren,0 days 01:53:49.228000,2021-09-12 13:54:50.837,1,1.0,False,,False,True
0 days 01:56:41.523000,RIC,3,0 days 00:01:26.164000,34.0,2.0,,,0 days 00:00:28.265000,0 days 00:00:29.244000,0 days 00:00:28.655000,0 days 01:55:43.637000,0 days 01:56:12.881000,0 days 01:56:41.536000,306.0,307.0,311.0,324.0,False,HARD,12.0,True,McLaren,0 days 01:55:15.359000,2021-09-12 13:56:16.968,1,1.0,False,,False,True
0 days 01:58:07.917000,RIC,3,0 days 00:01:26.394000,35.0,2.0,,,0 days 00:00:28.392000,0 days 00:00:29.541000,0 days 00:00:28.461000,0 days 01:57:09.928000,0 days 01:57:39.469000,0 days 01:58:07.930000,308.0,308.0,309.0,313.0,False,HARD,13.0,True,McLaren,0 days 01:56:41.523000,2021-09-12 13:57:43.132,1,1.0,False,,False,True
0 days 01:59:33.713000,RIC,3,0 days 00:01:25.796000,36.0,2.0,,,0 days 00:00:28.163000,0 days 00:00:29.283000,0 days 00:00:28.350000,0 days 01:58:36.093000,0 days 01:59:05.376000,0 days 01:59:33.726000,318.0,306.0,310.0,330.0,True,HARD,14.0,True,McLaren,0 days 01:58:07.917000,2021-09-12 13:59:09.526,1,1.0,False,,False,True
0 days 02:00:59.927000,RIC,3,0 days 00:01:26.214000,37.0,2.0,,,0 days 00:00:28.393000,0 days 00:00:29.353000,0 days 00:00:28.468000,0 days 02:00:02.119000,0 days 02:00:31.472000,0 days 02:00:59.940000,305.0,307.0,310.0,313.0,False,HARD,15.0,True,McLaren,0 days 01:59:33.713000,2021-09-12 14:00:35.322,1,1.0,False,,False,True
0 days 02:02:25.827000,RIC,3,0 days 00:01:25.900000,38.0,2.0,,,0 days 00:00:28.237000,0 days 00:00:29.196000,0 days 00:00:28.467000,0 days 02:01:28.177000,0 days 02:01:57.373000,0 days 02:02:25.840000,309.0,308.0,310.0,319.0,False,HARD,16.0,True,McLaren,0 days 02:00:59.927000,2021-09-12 14:02:01.536,1,1.0,False,,False,True
0 days 02:03:51.887000,RIC,3,0 days 00:01:26.060000,39.0,2.0,,,0 days 00:00:28.318000,0 days 00:00:29.241000,0 days 00:00:28.501000,0 days 02:02:54.158000,0 days 02:03:23.399000,0 days 02:03:51.900000,,309.0,309.0,316.0,False,HARD,17.0,True,McLaren,0 days 02:02:25.827000,2021-09-12 14:03:27.436,1,1.0,False,,False,True
0 days 02:05:17.657000,RIC,3,0 days 00:01:25.770000,40.0,2.0,,,0 days 00:00:28.173000,0 days 00:00:29.176000,0 days 00:00:28.421000,0 days 02:04:20.073000,0 days 02:04:49.249000,0 days 02:05:17.670000,310.0,309.0,309.0,,True,HARD,18.0,True,McLaren,0 days 02:03:51.887000,2021-09-12 14:04:53.496,1,1.0,False,,False,True
0 days 02:06:43.562000,RIC,3,0 days 00:01:25.905000,41.0,2.0,,,0 days 00:00:28.195000,0 days 00:00:29.360000,0 days 00:00:28.350000,0 days 02:05:45.865000,0 days 02:06:15.225000,0 days 02:06:43.575000,,311.0,310.0,,False,HARD,19.0,True,McLaren,0 days 02:05:17.657000,2021-09-12 14:06:19.266,12,1.0,False,,False,True
0 days 02:08:09.488000,RIC,3,0 days 00:01:25.926000,42.0,2.0,,,0 days 00:00:28.301000,0 days 00:00:29.231000,0 days 00:00:28.394000,0 days 02:07:11.876000,0 days 02:07:41.107000,0 days 02:08:09.501000,311.0,310.0,310.0,,False,HARD,20.0,True,McLaren,0 days 02:06:43.562000,2021-09-12 14:07:45.171,1,1.0,False,,False,True
0 days 02:09:35.539000,RIC,3,0 days 00:01:26.051000,43.0,2.0,,,0 days 00:00:28.302000,0 days 00:00:29.088000,0 days 00:00:28.661000,0 days 02:08:37.803000,0 days 02:09:06.891000,0 days 02:09:35.552000,312.0,311.0,311.0,315.0,False,HARD,21.0,True,McLaren,0 days 02:08:09.488000,2021-09-12 14:09:11.097,12,1.0,False,,False,True
0 days 02:11:20.381000,RIC,3,0 days 00:01:44.842000,44.0,2.0,,,0 days 00:00:28.225000,0 days 00:00:41.626000,0 days 00:00:34.991000,0 days 02:10:03.777000,0 days 02:10:45.403000,0 days 02:11:20.394000,311.0,154.0,312.0,318.0,False,HARD,22.0,True,McLaren,0 days 02:09:35.539000,2021-09-12 14:10:37.148,2671,1.0,False,,False,False
0 days 02:12:45.785000,RIC,3,0 days 00:01:25.404000,45.0,2.0,,,0 days 00:00:28.116000,0 days 00:00:28.993000,0 days 00:00:28.295000,0 days 02:11:48.510000,0 days 02:12:17.503000,0 days 02:12:45.798000,309.0,309.0,313.0,327.0,True,HARD,23.0,True,McLaren,0 days 02:11:20.381000,2021-09-12 14:12:21.990,1,1.0,False,,False,True
0 days 02:14:11.393000,RIC,3,0 days 00:01:25.608000,46.0,2.0,,,0 days 00:00:28.236000,0 days 00:00:29.050000,0 days 00:00:28.322000,0 days 02:13:14.034000,0 days 02:13:43.084000,0 days 02:14:11.406000,310.0,310.0,312.0,315.0,False,HARD,24.0,True,McLaren,0 days 02:12:45.785000,2021-09-12 14:13:47.394,1,1.0,False,,False,True
0 days 02:15:37.106000,RIC,3,0 days 00:01:25.713000,47.0,2.0,,,0 days 00:00:28.256000,0 days 00:00:29.102000,0 days 00:00:28.355000,0 days 02:14:39.662000,0 days 02:15:08.764000,0 days 02:15:37.119000,,309.0,311.0,,False,HARD,25.0,True,McLaren,0 days 02:14:11.393000,2021-09-12 14:15:13.002,1,1.0,False,,False,True
